PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,Sex_label,Pclass_ordinal,Title,FamilySize,IsAlone,FarePerPerson,AgeBin,Deck,Pclass_Sex,NameLength,FamilyId
326,1,1,"Young, Miss. Marie Grice",female,36.0,0,0,PC 17760,66.3,C32,C,0,0.0,Miss,1,1,66.3,Adult,C,1_female,24,PC 17760
327,0,3,"Nysveen, Mr. Johan Hansen",male,61.0,0,0,345364,6.2375,,S,1,2.0,Mr,1,1,6.2375,Senior,Unknown,3_male,25,345364
328,1,2,"Ball, Mrs. (Ada E Hall)",female,36.0,0,0,28551,13.0,D,S,0,1.0,Mrs,1,1,13.0,Adult,D,2_female,23,28551
329,1,3,"Goldsmith, Mrs. Frank John (Emily Alice Brown)",female,31.0,1,1,363291,20.525,,S,0,2.0,Mrs,3,0,6.841666666666666,YoungAdult,Unknown,3_female,46,363291
330,1,1,"Hippach, Miss. Jean Gertrude",female,16.0,0,1,111361,57.9792,B18,C,0,0.0,Miss,2,0,28.9896,Teen,B,1_female,28,111361
331,1,3,"McCoy, Miss. Agnes",female,,2,0,367226,23.25,,Q,0,2.0,Miss,3,0,7.75,,Unknown,3_female,18,367226
332,0,1,"Partner, Mr. Austen",male,45.5,0,0,113043,28.5,C124,S,1,0.0,Mr,1,1,28.5,Adult,C,1_male,19,113043
333,0,1,"Graham, Mr. George Edward",male,38.0,0,1,PC 17582,66.3,C91,S,1,0.0,Mr,2,0,33.15,Adult,C,1_male,25,PC 17582
334,0,3,"Vander Planke, Mr. Leo Edmondus",male,16.0,2,0,345764,18.0,,S,1,2.0,Mr,3,0,6.0,Teen,Unknown,3_male,31,345764
335,1,1,"Frauenthal, Mrs. Henry William (Clara Heinsheimer)",female,,1,0,PC 17611,66.3,,S,0,0.0,Mrs,2,0,33.15,,Unknown,1_female,50,PC 17611
336,0,3,"Denkoff, Mr. Mitto",male,,0,0,349225,7.8958,,S,1,2.0,Mr,1,1,7.8958,,Unknown,3_male,18,349225
337,0,1,"Pears, Mr. Thomas Clinton",male,29.0,1,0,113776,66.3,C2,S,1,0.0,Mr,2,0,33.15,YoungAdult,C,1_male,25,113776
338,1,1,"Burns, Miss. Elizabeth Margaret",female,41.0,0,0,16966,66.3,E40,C,0,0.0,Miss,1,1,66.3,Adult,E,1_female,31,16966
339,1,3,"Dahl, Mr. Karl Edwart",male,45.0,0,0,7598,8.05,,S,1,2.0,Mr,1,1,8.05,Adult,Unknown,3_male,21,7598
340,0,1,"Blackwell, Mr. Stephen Weart",male,45.0,0,0,113784,35.5,T,S,1,0.0,Mr,1,1,35.5,Adult,T,1_male,28,113784
341,1,2,"Navratil, Master. Edmond Roger",male,2.0,1,1,230080,26.0,F2,S,1,1.0,Master,3,0,8.666666666666666,Child,F,2_male,30,230080
342,1,1,"Fortune, Miss. Alice Elizabeth",female,24.0,3,2,19950,66.3,C23 C25 C27,S,0,0.0,Miss,6,0,11.049999999999999,YoungAdult,C,1_female,30,19950
343,0,2,"Collander, Mr. Erik Gustaf",male,28.0,0,0,248740,13.0,,S,1,1.0,Mr,1,1,13.0,YoungAdult,Unknown,2_male,26,248740
344,0,2,"Sedgwick, Mr. Charles Frederick Waddington",male,25.0,0,0,244361,13.0,,S,1,1.0,Mr,1,1,13.0,YoungAdult,Unknown,2_male,42,244361
345,0,2,"Fox, Mr. Stanley Hubert",male,36.0,0,0,229236,13.0,,S,1,1.0,Mr,1,1,13.0,Adult,Unknown,2_male,23,229236
346,1,2,"Brown, Miss. Amelia ""Mildred""",female,24.0,0,0,248733,13.0,F33,S,0,1.0,Miss,1,1,13.0,YoungAdult,F,2_female,29,248733
347,1,2,"Smith, Miss. Marion Elsie",female,40.0,0,0,31418,13.0,,S,0,1.0,Miss,1,1,13.0,Adult,Unknown,2_female,25,31418
348,1,3,"Davison, Mrs. Thomas Henry (Mary E Finck)",female,,1,0,386525,16.1,,S,0,2.0,Mrs,2,0,8.05,,Unknown,3_female,41,386525
349,1,3,"Coutts, Master. William Loch ""William""",male,3.0,1,1,C.A. 37671,15.9,,S,1,2.0,Master,3,0,5.3,Child,Unknown,3_male,38,C.A. 37671
350,0,3,"Dimic, Mr. Jovan",male,42.0,0,0,315088,8.6625,,S,1,2.0,Mr,1,1,8.6625,Adult,Unknown,3_male,16,315088
351,0,3,"Odahl, Mr. Nils Martin",male,,0,0,7267,9.225,,S,1,2.0,Mr,1,1,9.225,,Unknown,3_male,22,7267
352,0,1,"Williams-Lambert, Mr. Fletcher Fellows",male,,0,0,113510,35.0,C128,S,1,0.0,Mr,1,1,35.0,,C,1_male,38,113510
353,0,3,"Elias, Mr. Tannous",male,15.0,1,1,2695,7.2292,,C,1,2.0,Mr,3,0,2.409733333333333,Teen,Unknown,3_male,18,2695
354,0,3,"Arnold-Franchi, Mr. Josef",male,25.0,1,0,349237,17.8,,S,1,2.0,Mr,2,0,8.9,YoungAdult,Unknown,3_male,25,349237
355,0,3,"Yousif, Mr. Wazli",male,,0,0,2647,7.225,,C,1,2.0,Mr,1,1,7.225,,Unknown,3_male,17,2647
356,0,3,"Vanden Steen, Mr. Leo Peter",male,28.0,0,0,345783,9.5,,S,1,2.0,Mr,1,1,9.5,YoungAdult,Unknown,3_male,27,345783
357,1,1,"Bowerman, Miss. Elsie Edith",female,22.0,0,1,113505,55.0,E33,S,0,0.0,Miss,2,0,27.5,YoungAdult,E,1_female,27,113505
358,0,2,"Funk, Miss. Annie Clemmer",female,38.0,0,0,237671,13.0,,S,0,1.0,Miss,1,1,13.0,Adult,Unknown,2_female,25,237671
359,1,3,"McGovern, Miss. Mary",female,,0,0,330931,7.8792,,Q,0,2.0,Miss,1,1,7.8792,,Unknown,3_female,20,330931
360,1,3,"Mockler, Miss. Helen Mary ""Ellie""",female,,0,0,330980,7.8792,,Q,0,2.0,Miss,1,1,7.8792,,Unknown,3_female,33,330980
361,0,3,"Skoog, Mr. Wilhelm",male,40.0,1,4,347088,27.9,,S,1,2.0,Mr,6,0,4.6499999999999995,Adult,Unknown,3_male,18,347088
362,0,2,"del Carlo, Mr. Sebastiano",male,,1,0,SC/PARIS 2167,27.7208,,C,1,1.0,Mr,2,0,13.8604,,Unknown,2_male,25,SC/PARIS 2167
363,0,3,"Barbara, Mrs. (Catherine David)",female,45.0,0,1,2691,14.4542,,C,0,2.0,Mrs,2,0,7.2271,Adult,Unknown,3_female,31,2691
364,0,3,"Asim, Mr. Adola",male,35.0,0,0,SOTON/O.Q. 3101310,7.05,,S,1,2.0,Mr,1,1,7.05,YoungAdult,Unknown,3_male,15,SOTON/O.Q. 3101310
365,0,3,"O'Brien, Mr. Thomas",male,,1,0,370365,15.5,,Q,1,2.0,Mr,2,0,7.75,,Unknown,3_male,19,370365
366,0,3,"Adahl, Mr. Mauritz Nils Martin",male,30.0,0,0,C 7076,7.25,,S,1,2.0,Mr,1,1,7.25,YoungAdult,Unknown,3_male,30,C 7076
367,1,1,"Warren, Mrs. Frank Manley (Anna Sophia Atkinson)",female,60.0,1,0,110813,66.3,D37,C,0,0.0,Mrs,2,0,33.15,Adult,D,1_female,48,110813
368,1,3,"Moussa, Mrs. (Mantoura Boulos)",female,,0,0,2626,7.2292,,C,0,2.0,Mrs,1,1,7.2292,,Unknown,3_female,30,2626
369,1,3,"Jermyn, Miss. Annie",female,,0,0,14313,7.75,,Q,0,2.0,Miss,1,1,7.75,,Unknown,3_female,19,14313
370,1,1,"Aubart, Mme. Leontine Pauline",female,24.0,0,0,PC 17477,66.3,B35,C,0,0.0,Other,1,1,66.3,YoungAdult,B,1_female,29,PC 17477
371,1,1,"Harder, Mr. George Achilles",male,25.0,1,0,11765,55.4417,E50,C,1,0.0,Mr,2,0,27.72085,YoungAdult,E,1_male,27,11765
372,0,3,"Wiklund, Mr. Jakob Alfred",male,18.0,1,0,3101267,6.4958,,S,1,2.0,Mr,2,0,3.2479,Teen,Unknown,3_male,25,3101267
373,0,3,"Beavan, Mr. William Thomas",male,19.0,0,0,323951,8.05,,S,1,2.0,Mr,1,1,8.05,YoungAdult,Unknown,3_male,26,323951
374,0,1,"Ringhini, Mr. Sante",male,22.0,0,0,PC 17760,66.3,,C,1,0.0,Mr,1,1,66.3,YoungAdult,Unknown,1_male,19,PC 17760
375,0,3,"Palsson, Miss. Stina Viola",female,3.0,3,1,349909,21.075,,S,0,2.0,Miss,5,0,4.215,Child,Unknown,3_female,26,349909
376,1,1,"Meyer, Mrs. Edgar Joseph (Leila Saks)",female,,1,0,PC 17604,66.3,,C,0,0.0,Mrs,2,0,33.15,,Unknown,1_female,37,PC 17604
377,1,3,"Landergren, Miss. Aurora Adelia",female,22.0,0,0,C 7077,7.25,,S,0,2.0,Miss,1,1,7.25,YoungAdult,Unknown,3_female,31,C 7077
378,0,1,"Widener, Mr. Harry Elkins",male,,0,2,113503,66.3,C82,C,1,0.0,Mr,3,0,22.099999999999998,,C,1_male,25,113503
379,0,3,"Betros, Mr. Tannous",male,20.0,0,0,2648,4.0125,,C,1,2.0,Mr,1,1,4.0125,YoungAdult,Unknown,3_male,19,2648
380,0,3,"Gustafsson, Mr. Karl Gideon",male,19.0,0,0,347069,7.775,,S,1,2.0,Mr,1,1,7.775,YoungAdult,Unknown,3_male,27,347069
381,1,1,"Bidois, Miss. Rosalie",female,42.0,0,0,PC 17757,66.3,,C,0,0.0,Miss,1,1,66.3,Adult,Unknown,1_female,21,PC 17757
382,1,3,"Nakid, Miss. Maria (""Mary"")",female,1.0,0,2,2653,15.7417,,C,0,2.0,Miss,3,0,5.247233333333333,Child,Unknown,3_female,27,2653
383,0,3,"Tikkanen, Mr. Juho",male,32.0,0,0,STON/O 2. 3101293,7.925,,S,1,2.0,Mr,1,1,7.925,YoungAdult,Unknown,3_male,18,STON/O 2. 3101293
384,1,1,"Holverson, Mrs. Alexander Oskar (Mary Aline Towner)",female,35.0,1,0,113789,52.0,,S,0,0.0,Mrs,2,0,26.0,YoungAdult,Unknown,1_female,51,113789
385,0,3,"Plotcharsky, Mr. Vasil",male,,0,0,349227,66.3,,S,1,2.0,Mr,1,1,66.3,,Unknown,3_male,22,349227
386,0,2,"Davies, Mr. Charles Henry",male,18.0,0,0,S.O.C. 14879,66.3,,S,1,1.0,Mr,1,1,66.3,Teen,Unknown,2_male,25,S.O.C. 14879
387,0,3,"Goodwin, Master. Sidney Leonard",male,1.0,5,2,CA 2144,46.9,,S,1,2.0,Master,8,0,5.8625,Child,Unknown,3_male,31,CA 2144
388,1,2,"Buss, Miss. Kate",female,36.0,0,0,27849,13.0,,S,0,1.0,Miss,1,1,13.0,Adult,Unknown,2_female,16,27849
389,0,3,"Sadlier, Mr. Matthew",male,,0,0,367655,7.7292,,Q,1,2.0,Mr,1,1,7.7292,,Unknown,3_male,20,367655
390,1,2,"Lehmann, Miss. Bertha",female,17.0,0,0,SC 1748,12.0,,C,0,1.0,Miss,1,1,12.0,Teen,Unknown,2_female,21,SC 1748
391,1,1,"Carter, Mr. William Ernest",male,36.0,1,2,113760,66.3,B96 B98,S,1,0.0,Mr,4,0,16.575,Adult,B,1_male,26,113760
392,1,3,"Jansson, Mr. Carl Olof",male,21.0,0,0,350034,7.7958,,S,1,2.0,Mr,1,1,7.7958,YoungAdult,Unknown,3_male,22,350034
393,0,3,"Gustafsson, Mr. Johan Birger",male,28.0,2,0,3101277,7.925,,S,1,2.0,Mr,3,0,2.6416666666666666,YoungAdult,Unknown,3_male,28,3101277
394,1,1,"Newell, Miss. Marjorie",female,23.0,1,0,35273,66.3,D36,C,0,0.0,Miss,2,0,33.15,YoungAdult,D,1_female,22,35273
395,1,3,"Sandstrom, Mrs. Hjalmar (Agnes Charlotta Bengtsson)",female,24.0,0,2,PP 9549,16.7,G6,S,0,2.0,Mrs,3,0,5.566666666666666,YoungAdult,G,3_female,51,PP 9549
396,0,3,"Johansson, Mr. Erik",male,22.0,0,0,350052,7.7958,,S,1,2.0,Mr,1,1,7.7958,YoungAdult,Unknown,3_male,19,350052
397,0,3,"Olsson, Miss. Elina",female,31.0,0,0,350407,7.8542,,S,0,2.0,Miss,1,1,7.8542,YoungAdult,Unknown,3_female,19,350407
398,0,2,"McKane, Mr. Peter David",male,46.0,0,0,28403,26.0,,S,1,1.0,Mr,1,1,26.0,Adult,Unknown,2_male,23,28403
399,0,2,"Pain, Dr. Alfred",male,23.0,0,0,244278,10.5,,S,1,1.0,Other,1,1,10.5,YoungAdult,Unknown,2_male,16,244278
400,1,2,"Trout, Mrs. William H (Jessie L)",female,28.0,0,0,240929,12.65,,S,0,1.0,Mrs,1,1,12.65,YoungAdult,Unknown,2_female,32,240929
401,1,3,"Niskanen, Mr. Juha",male,39.0,0,0,STON/O 2. 3101289,7.925,,S,1,2.0,Mr,1,1,7.925,Adult,Unknown,3_male,18,STON/O 2. 3101289
402,0,3,"Adams, Mr. John",male,26.0,0,0,341826,8.05,,S,1,2.0,Mr,1,1,8.05,YoungAdult,Unknown,3_male,15,341826
403,0,3,"Jussila, Miss. Mari Aina",female,21.0,1,0,4137,9.825,,S,0,2.0,Miss,2,0,4.9125,YoungAdult,Unknown,3_female,24,4137
404,0,3,"Hakkarainen, Mr. Pekka Pietari",male,28.0,1,0,STON/O2. 3101279,,,S,1,2.0,Mr,2,0,,YoungAdult,Unknown,3_male,30,STON/O2. 3101279
405,0,3,"Oreskovic, Miss. Marija",female,20.0,0,0,315096,8.6625,,S,0,2.0,Miss,1,1,8.6625,YoungAdult,Unknown,3_female,23,315096
406,0,2,"Gale, Mr. Shadrach",male,34.0,1,0,28664,21.0,,S,1,1.0,Mr,2,0,10.5,YoungAdult,Unknown,2_male,18,28664
407,0,3,"Widegren, Mr. Carl/Charles Peter",male,51.0,0,0,347064,7.75,,S,1,2.0,Mr,1,1,7.75,Adult,Unknown,3_male,32,347064
408,1,2,"Richards, Master. William Rowe",male,3.0,1,1,29106,18.75,,S,1,1.0,Master,3,0,6.25,Child,Unknown,2_male,30,29106
409,0,3,"Birkeland, Mr. Hans Martin Monsen",male,21.0,0,0,312992,7.775,,S,1,2.0,Mr,1,1,7.775,YoungAdult,Unknown,3_male,33,312992
410,0,3,"Lefebre, Miss. Ida",female,,3,1,4133,25.4667,,S,0,2.0,Miss,5,0,5.0933399999999995,,Unknown,3_female,18,4133
411,0,3,"Sdycoff, Mr. Todor",male,,0,0,349222,7.8958,,S,1,2.0,Mr,1,1,7.8958,,Unknown,3_male,18,349222
412,0,3,"Hart, Mr. Henry",male,,0,0,394140,6.8583,,Q,1,2.0,Mr,1,1,6.8583,,Unknown,3_male,15,394140
413,1,1,"Minahan, Miss. Daisy E",female,33.0,1,0,19928,66.3,C78,Q,0,0.0,Miss,2,0,33.15,YoungAdult,C,1_female,22,19928
414,0,2,"Cunningham, Mr. Alfred Fleming",male,,0,0,239853,,,S,1,1.0,Mr,1,1,,,Unknown,2_male,30,239853
415,1,3,"Sundman, Mr. Johan Julian",male,44.0,0,0,STON/O 2. 3101269,7.925,,S,1,2.0,Mr,1,1,7.925,Adult,Unknown,3_male,25,STON/O 2. 3101269
416,0,3,"Meek, Mrs. Thomas (Annie Louise Rowley)",female,,0,0,343095,8.05,,S,0,2.0,Mrs,1,1,8.05,,Unknown,3_female,39,343095
417,1,2,"Drew, Mrs. James Vivian (Lulu Thorne Christian)",female,34.0,1,1,28220,32.5,,S,0,1.0,Mrs,3,0,10.833333333333334,YoungAdult,Unknown,2_female,47,28220
418,1,2,"Silven, Miss. Lyyli Karoliina",female,18.0,0,2,250652,13.0,,S,0,1.0,Miss,3,0,4.333333333333333,Teen,Unknown,2_female,29,250652
419,0,2,"Matthews, Mr. William John",male,30.0,0,0,28228,13.0,,S,1,1.0,Mr,1,1,13.0,YoungAdult,Unknown,2_male,26,28228
420,0,3,"Van Impe, Miss. Catharina",female,10.0,0,2,345773,24.15,,S,0,2.0,Miss,3,0,8.049999999999999,Child,Unknown,3_female,25,345773
421,0,3,"Gheorgheff, Mr. Stanio",male,,0,0,349254,7.8958,,C,1,2.0,Mr,1,1,7.8958,,Unknown,3_male,22,349254
422,0,3,"Charters, Mr. David",male,21.0,0,0,A/5. 13032,7.7333,,Q,1,2.0,Mr,1,1,7.7333,YoungAdult,Unknown,3_male,19,A/5. 13032
423,0,3,"Zimmerman, Mr. Leo",male,29.0,0,0,315082,7.875,,S,1,2.0,Mr,1,1,7.875,YoungAdult,Unknown,3_male,18,315082
424,0,3,"Danbom, Mrs. Ernst Gilbert (Anna Sigrid Maria Brogren)",female,28.0,1,1,347080,14.4,,S,0,2.0,Mrs,3,0,4.8,YoungAdult,Unknown,3_female,54,347080
425,0,3,"Rosblom, Mr. Viktor Richard",male,18.0,1,1,370129,20.2125,,S,1,2.0,Mr,3,0,6.7375,Teen,Unknown,3_male,27,370129
426,0,3,"Wiseman, Mr. Phillippe",male,,0,0,A/4. 34244,7.25,,S,1,2.0,Mr,1,1,7.25,,Unknown,3_male,22,A/4. 34244
427,1,2,"Clarke, Mrs. Charles V (Ada Maria Winfield)",female,28.0,1,0,2003,26.0,,S,0,1.0,Mrs,2,0,13.0,YoungAdult,Unknown,2_female,43,2003
428,1,2,"Phillips, Miss. Kate Florence (""Mrs Kate Louise Phillips Marshall"")",female,19.0,0,0,250655,26.0,,S,0,1.0,Miss,1,1,26.0,YoungAdult,Unknown,2_female,67,250655
429,0,3,"Flynn, Mr. James",male,,0,0,364851,7.75,,Q,1,2.0,Mr,1,1,7.75,,Unknown,3_male,16,364851
430,1,3,"Pickard, Mr. Berk (Berk Trembisky)",male,,0,0,SOTON/O.Q. 392078,8.05,E10,S,1,2.0,Mr,1,1,8.05,,E,3_male,34,SOTON/O.Q. 392078
431,1,1,"Bjornstrom-Steffansson, Mr. Mauritz Hakan",male,28.0,0,0,110564,26.55,C52,S,1,0.0,Mr,1,1,26.55,YoungAdult,C,1_male,41,110564
432,1,3,"Thorneycroft, Mrs. Percival (Florence Kate White)",female,,1,0,376564,,,S,0,2.0,Mrs,2,0,,,Unknown,3_female,49,376564
433,1,2,"Louch, Mrs. Charles Alexander (Alice Adelaide Slow)",female,42.0,1,0,SC/AH 3085,26.0,,S,0,1.0,Mrs,2,0,13.0,Adult,Unknown,2_female,51,SC/AH 3085
434,0,3,"Kallio, Mr. Nikolai Erland",male,17.0,0,0,STON/O 2. 3101274,7.125,,S,1,2.0,Mr,1,1,7.125,Teen,Unknown,3_male,26,STON/O 2. 3101274
435,0,1,"Silvey, Mr. William Baird",male,50.0,1,0,13507,55.9,E44,S,1,0.0,Mr,2,0,27.95,Adult,E,1_male,25,13507
436,1,1,"Carter, Miss. Lucile Polk",female,14.0,1,2,113760,66.3,B96 B98,S,0,0.0,Miss,4,0,16.575,Teen,B,1_female,25,113760
437,0,3,"Ford, Miss. Doolina Margaret ""Daisy""",female,21.0,2,2,W./C. 6608,34.375,,S,0,2.0,Miss,5,0,6.875,YoungAdult,Unknown,3_female,36,W./C. 6608
438,1,2,"Richards, Mrs. Sidney (Emily Hocking)",female,24.0,2,3,29106,18.75,,S,0,1.0,Mrs,6,0,3.125,YoungAdult,Unknown,2_female,37,29106
439,0,1,"Fortune, Mr. Mark",male,64.0,1,4,19950,66.3,C23 C25 C27,S,1,0.0,Mr,6,0,11.049999999999999,Senior,C,1_male,17,19950
440,0,2,"Kvillner, Mr. Johan Henrik Johannesson",male,31.0,0,0,C.A. 18723,10.5,,S,1,1.0,Mr,1,1,10.5,YoungAdult,Unknown,2_male,38,C.A. 18723
441,1,2,"Hart, Mrs. Benjamin (Esther Ada Bloomfield)",female,45.0,1,1,F.C.C. 13529,26.25,,S,0,1.0,Mrs,3,0,8.75,Adult,Unknown,2_female,43,F.C.C. 13529
442,0,3,"Hampe, Mr. Leon",male,20.0,0,0,345769,9.5,,S,1,2.0,Mr,1,1,9.5,YoungAdult,Unknown,3_male,15,345769
443,0,3,"Petterson, Mr. Johan Emil",male,25.0,1,0,347076,7.775,,S,1,2.0,Mr,2,0,3.8875,YoungAdult,Unknown,3_male,25,347076
444,1,2,"Reynaldo, Ms. Encarnacion",female,28.0,0,0,230434,13.0,,S,0,1.0,Other,1,1,13.0,YoungAdult,Unknown,2_female,25,230434
445,1,3,"Johannesen-Bratthammer, Mr. Bernt",male,,0,0,65306,8.1125,,S,1,2.0,Mr,1,1,8.1125,,Unknown,3_male,33,65306
446,1,1,"Dodge, Master. Washington",male,4.0,0,2,33638,66.3,A34,S,1,0.0,Master,3,0,22.099999999999998,Child,A,1_male,25,33638
447,1,2,"Mellinger, Miss. Madeleine Violet",female,13.0,0,1,250644,19.5,,S,0,1.0,Miss,2,0,9.75,Teen,Unknown,2_female,33,250644
448,1,1,"Seward, Mr. Frederic Kimber",male,34.0,0,0,113794,26.55,,S,1,0.0,Mr,1,1,26.55,YoungAdult,Unknown,1_male,27,113794
449,1,3,"Baclini, Miss. Marie Catherine",female,5.0,2,1,2666,19.2583,,C,0,2.0,Miss,4,0,4.814575,Child,Unknown,3_female,30,2666
450,1,1,"Peuchen, Major. Arthur Godfrey",male,52.0,0,0,113786,30.5,C104,S,1,0.0,Other,1,1,30.5,Adult,C,1_male,30,113786
451,0,2,"West, Mr. Edwy Arthur",male,36.0,1,2,C.A. 34651,27.75,,S,1,1.0,Mr,4,0,6.9375,Adult,Unknown,2_male,21,C.A. 34651
452,0,3,"Hagland, Mr. Ingvald Olai Olsen",male,,1,0,65303,19.9667,,S,1,2.0,Mr,2,0,9.98335,,Unknown,3_male,31,65303
453,0,1,"Foreman, Mr. Benjamin Laventall",male,30.0,0,0,113051,27.75,C111,C,1,0.0,Mr,1,1,27.75,YoungAdult,C,1_male,31,113051
454,1,1,"Goldenberg, Mr. Samuel L",male,49.0,1,0,17453,66.3,C92,C,1,0.0,Mr,2,0,33.15,Adult,C,1_male,24,17453
455,0,3,"Peduzzi, Mr. Joseph",male,,0,0,A/5 2817,8.05,,S,1,2.0,Mr,1,1,8.05,,Unknown,3_male,19,A/5 2817
456,1,3,"Jalsevac, Mr. Ivan",male,29.0,0,0,349240,7.8958,,C,1,2.0,Mr,1,1,7.8958,YoungAdult,Unknown,3_male,18,349240
457,0,1,"Millet, Mr. Francis Davis",male,65.0,0,0,13509,26.55,E38,S,1,0.0,Mr,1,1,26.55,Senior,E,1_male,25,13509
458,1,1,"Kenyon, Mrs. Frederick R (Marion)",female,,1,0,17464,51.8625,D21,S,0,0.0,Mrs,2,0,25.93125,,D,1_female,33,17464
459,1,2,"Toomey, Miss. Ellen",female,50.0,0,0,F.C.C. 13531,10.5,,S,0,1.0,Miss,1,1,10.5,Adult,Unknown,2_female,19,F.C.C. 13531
460,0,3,"O'Connor, Mr. Maurice",male,,0,0,371060,7.75,,Q,1,2.0,Mr,1,1,7.75,,Unknown,3_male,21,371060
461,1,1,"Anderson, Mr. Harry",male,48.0,0,0,19952,26.55,E12,S,1,0.0,Mr,1,1,26.55,Adult,E,1_male,19,19952
462,0,3,"Morley, Mr. William",male,34.0,0,0,364506,8.05,,S,1,2.0,Mr,1,1,8.05,YoungAdult,Unknown,3_male,19,364506
463,0,1,"Gee, Mr. Arthur H",male,47.0,0,0,111320,38.5,E63,S,1,0.0,Mr,1,1,38.5,Adult,E,1_male,17,111320
464,0,2,"Milling, Mr. Jacob Christian",male,48.0,0,0,234360,,,S,1,1.0,Mr,1,1,,Adult,Unknown,2_male,28,234360
465,0,3,"Maisner, Mr. Simon",male,,0,0,A/S 2816,8.05,,S,1,2.0,Mr,1,1,8.05,,Unknown,3_male,18,A/S 2816
466,0,3,"Goncalves, Mr. Manuel Estanslas",male,38.0,0,0,SOTON/O.Q. 3101306,7.05,,S,1,2.0,Mr,1,1,7.05,Adult,Unknown,3_male,31,SOTON/O.Q. 3101306
467,0,2,"Campbell, Mr. William",male,,0,0,239853,,,S,1,1.0,Mr,1,1,,,Unknown,2_male,21,239853
468,0,1,"Smart, Mr. John Montgomery",male,56.0,0,0,113792,26.55,,S,1,0.0,Mr,1,1,26.55,Adult,Unknown,1_male,26,113792
469,0,3,"Scanlan, Mr. James",male,,0,0,36209,7.725,,Q,1,2.0,Mr,1,1,7.725,,Unknown,3_male,18,36209
470,1,3,"Baclini, Miss. Helene Barbara",female,0.75,2,1,2666,19.2583,,C,0,2.0,Miss,4,0,4.814575,Child,Unknown,3_female,29,2666
471,0,3,"Keefe, Mr. Arthur",male,,0,0,323592,7.25,,S,1,2.0,Mr,1,1,7.25,,Unknown,3_male,17,323592
472,0,3,"Cacic, Mr. Luka",male,38.0,0,0,315089,8.6625,,S,1,2.0,Mr,1,1,8.6625,Adult,Unknown,3_male,15,315089
473,1,2,"West, Mrs. Edwy Arthur (Ada Mary Worth)",female,33.0,1,2,C.A. 34651,27.75,,S,0,1.0,Mrs,4,0,6.9375,YoungAdult,Unknown,2_female,39,C.A. 34651
474,1,2,"Jerwan, Mrs. Amin S (Marie Marthe Thuillard)",female,23.0,0,0,SC/AH Basle 541,13.7917,D,C,0,1.0,Mrs,1,1,13.7917,YoungAdult,D,2_female,44,SC/AH Basle 541
475,0,3,"Strandberg, Miss. Ida Sofia",female,22.0,0,0,7553,9.8375,,S,0,2.0,Miss,1,1,9.8375,YoungAdult,Unknown,3_female,27,7553
476,0,1,"Clifford, Mr. George Quincy",male,,0,0,110465,52.0,A14,S,1,0.0,Mr,1,1,52.0,,A,1_male,27,110465
477,0,2,"Renouf, Mr. Peter Henry",male,34.0,1,0,31027,21.0,,S,1,1.0,Mr,2,0,10.5,YoungAdult,Unknown,2_male,23,31027
478,0,3,"Braund, Mr. Lewis Richard",male,29.0,1,0,3460,7.0458,,S,1,2.0,Mr,2,0,3.5229,YoungAdult,Unknown,3_male,25,3460
479,0,3,"Karlsson, Mr. Nils August",male,22.0,0,0,350060,7.5208,,S,1,2.0,Mr,1,1,7.5208,YoungAdult,Unknown,3_male,25,350060
480,1,3,"Hirvonen, Miss. Hildur E",female,2.0,0,1,3101298,12.2875,,S,0,2.0,Miss,2,0,6.14375,Child,Unknown,3_female,24,3101298
481,0,3,"Goodwin, Master. Harold Victor",male,9.0,5,2,CA 2144,46.9,,S,1,2.0,Master,8,0,5.8625,Child,Unknown,3_male,30,CA 2144
482,0,2,"Frost, Mr. Anthony Wood ""Archie""",male,,0,0,239854,,,S,1,1.0,Mr,1,1,,,Unknown,2_male,32,239854
483,0,3,"Rouse, Mr. Richard Henry",male,50.0,0,0,A/5 3594,8.05,,S,1,2.0,Mr,1,1,8.05,Adult,Unknown,3_male,24,A/5 3594
484,1,3,"Turkula, Mrs. (Hedwig)",female,63.0,0,0,4134,9.5875,,S,0,2.0,Mrs,1,1,9.5875,Senior,Unknown,3_female,22,4134
485,1,1,"Bishop, Mr. Dickinson H",male,25.0,1,0,11967,66.3,B49,C,1,0.0,Mr,2,0,33.15,YoungAdult,B,1_male,23,11967
486,0,3,"Lefebre, Miss. Jeannie",female,,3,1,4133,25.4667,,S,0,2.0,Miss,5,0,5.0933399999999995,,Unknown,3_female,22,4133
487,1,1,"Hoyt, Mrs. Frederick Maxfield (Jane Anne Forby)",female,35.0,1,0,19943,66.3,C93,S,0,0.0,Mrs,2,0,33.15,YoungAdult,C,1_female,47,19943
488,0,1,"Kent, Mr. Edward Austin",male,58.0,0,0,11771,29.7,B37,C,1,0.0,Mr,1,1,29.7,Adult,B,1_male,23,11771
489,0,3,"Somerton, Mr. Francis William",male,30.0,0,0,A.5. 18509,8.05,,S,1,2.0,Mr,1,1,8.05,YoungAdult,Unknown,3_male,29,A.5. 18509
490,1,3,"Coutts, Master. Eden Leslie ""Neville""",male,9.0,1,1,C.A. 37671,15.9,,S,1,2.0,Master,3,0,5.3,Child,Unknown,3_male,37,C.A. 37671
